author_id,author_name
1009304,Александр Немиров
1009337,Владимир Кубарев
1009364,Свами Даши
1009367,Фуа де ла Невилль
1009403,Матильда Старр
1009426,Елена Крючкова
1009469,Лилия Любимова
1009470,Виктор Цыганов
1009721,Михаил Боровитинов
1009821,Милан Цайс
1009827,Кёко Мидзуки
1009853,Юлия Меллер
1009973,Ахмад Дониш
101,Брайан Герберт
1010054,Дженни Фелл
1010073,Дейв Зельцерман
1010108,Татьяна Демидова
1010132,Елена Кутукова
1010177,И.И.Терехова
1010299,Роберт Голд
1010317,Елена Княжинская
1010345,Наталия Бахвалова
1010359,Стивен Адли Гирджис
1010363,Jonathan Larson
1010409,Т. Гуренкова
1010417,Кул Кёсиндзя 
1010420,Павел Ковалёв
1010422,Олег Цуранов
1010504,Чиро Ди Перс
1010556,Эжен (Евгений) Минковский
1010622,William W. Johnstone
1010864,Дэвид Хоун
1010968,Леонид Михайлович Куликов
1011027,Роберт Виттакер
1011048,Сьюзан Спанн
1011049,Сьюзан Спанн
1011059,С. М. Уилсон
1011069,Нэнси Дрейфус
1011073,Владимир Демичев
1011084,Диана Найяд
1011097,Лиэнн Тиман
1011103,Джефф Алюлис
1011117,Дарья Сойфер
1011124,Сергей Тертышный
1011126,Ольга Истомина
1011381,Валентин Осоцкий
1011395,Сьюзан Элизабет
1011404,Вирджиния Нильсен
1011435,М. Д. Каракетов
1011481,Елена Каркукли
1011507,Александр Корнилов
1011570,Наталья Эдуардовна Баранова
1011610,Джеймс Хаббард
1011629,Петр Зе́ленка
1011633,Эрлинг Кагге
1011677,Джейми Уил
1011685,Юнис Теймурханлы
1011693,Вероника Крымова
1011751,Маина Чередникова
1011766,Вдовина Людмила Николаевна
1011788,Митч Герадс
1011794,Таэко Коно
1011796,Ясухиро Окуидзуми
1011818,Нурминен Юха
1011820,Сюзанна Шеррилл
1011825,Ф. Штейнман
1011831,Шеррил Вудс
101186,Джефф Смит
10119,Николай Мухин
1012037,Алексей Номейн
1012041,Алексей Номейн
1012047,Витамина Мятная
1012081,Жорис Шамблен
1012084,Алекс Алис
1012103,Кристоф Арлестон
1012106,Кари Эндрюс
1012110,Пол Винья
1012124,Андерс Рюдель
1012127,Алексей Родин
1012129,Дэми Хьюман
1012159,Евгений Доценко
1012185,Алексей Гордовский
1012225,Элизабет Беннет
1012239,Сьюзан Дэвис
1012244,Урсула Гайгер Крочи
1012266,Дмитрий Соболев
1012268,Белла Берг
101229,Steve Wozniak
1012297,Энн Стьюарт
1012322,Летиция Болдридж
1012326,Кэрол Кейл
1012380,П. Полянский
1012442,Ася Филатова
1012456,Андрей Аксёнов
1012464,Julie Buntin
1012471,Дьюла Хернади
1012474,Ян Киров
1012516,Catherine Rihoit
1012517,Michel Bergmann
1012548,Вера Переятенец
101255,Lee
101260,Марк Котта Ваз
1012635,Филиппсон П.
1012660,Мухаммад Насируддин аль-Албани
1012674,Виктория Ленц
1012681,Ван Ши-фу
1012688,Hybridlovelies
1012712,Полин Мартен
1012715,Дайскэ Игараси
1012758,Головня В.В.
1012919,Лола Танеева-Саломатшаева
1012930,Елена Боброва
1012934,Пустовойтова М.Б.
1012955,Барабаш Л. Н.
1012986,Ольга Буйкова
1013027,Иоганн Якоб Бахофен
1013054,Лоис Ходли Дик
1013073,Йулийана Пурич-Пейакович
101313,Bobby Owsinski
1013135,Вячеслав Ставецкий
1013143,Вадим Омелин
1013148,Вихрева Н.
1013168,Анастасия Мельниченко
1013174,Николай Евгеньевич Хохлов
1013181,Аньес Рокамора
1013185,Оливер Джеймс
1013196,
1013199,Елена Каштанова
1013215,К. Б. Уэджерс
1013355,Елена Бодрова
1013545,Артемий Рафалович
101365,Эрве Базен
1013652,Сергей Захаров
101379,Рэнд Миллер
101380,Робин Миллер
1013835,Ольга Грон
1013853,Хизер Лонг
1013860,Д. Л. Джексон
101388,Роландо Кристофанелли
101389,Борис Винокуров
1013926,Эней Тактик
101393,Дмитрий Гусев
101395,Аделаида Герцык
1014024,Марина Бабанская
1014027,Станислав Смоляков
1014029,Наталья Сергиенко
101403,Эдна Фербер
1014053,Егор Куликов
1014077,Роман Аленских
101409,Георгий Бальдыш
101410,Галина Панизовская
1014105,Андрей Тихомиров
1014108,Андрей Палогет
1014125,Тамара Концевая
1014148,Альбрехт Рисслер
1014149,Джульетта Аристид
1014152,Павел Кочкин
1014158,Скай Уоррен
1014190,М. Лимоджис
1014192,Уильям Сирс
101421,Жиль Делез
1014240,Александр Лаврентьев
1014242,Леви Б. Гарольд
101425,Эл Сикл
101426,Джон Дос Пассос
101428,Джефф Томпсон
1014284,Е. Нестерова
1014289,Лесков Иван Васильевич
1014306,Каталина Леон
1014320,Александр Коровкин
101433,Уго Ди Фонте
101434,Вильгельм Райх
101436,Джайлз Макдоно
101438,Говард Пайл
101444,Уильям Лэндей
1014458,В. Гулимова
1014477,Иосиф Зислин
1014491,Филипп Дзядко
1014494,Эдмон Рудницка
1014496,Роже Пейрефитт
1014502,Саид Гафуров
101453,Чарльз Дэдли Уорнер
101457,Н. Г. Корсун
101458,Олег Никитин
1014582,
101459,Лиза Гарднер
101460,Виталий Коржиков
1014605,Альфред Слоун
1014606,Зак О’Майли Гринберг
1014657,Мэри Торджуссен
1014665,Лора Подгорная
1014672,Роман Леонидов
101469,Лео Багров
1014716,Анастасия Левкова
1014717,Тамара Марценюк
101473,Уильям Дин Хоуэллс
1014734,Вачже 
1014739,Ли Ару
101474,Отто Вольф
1014838,Вилен Антоновский
1014906,Константин Довлатов
101495,Виктор Одинцов
1014955,Ленина Московичюте
101499,Тим Пауэрс
101501,Джейн Рейб
101504,Гилберт Черчилль
101512,Дроснин Майкл
1015150,З. Маннаникова
101525,Ольга Громова
10153,Леонид Филиппов
1015341,Лурдес Микель
1015389,Олег Федорович Урюпин
1015395,Алекс Блекпен
101541,Мигель Отеро Сильва
1015418,Мади Аймбетов
101543,Михаил Новиков
1015433,Ирина Лазаренко
1015434,Леанід Лаўрэш
101544,Кирилл Сергеев
101547,Владимир Лисовский
1015526,Андреа Хёст
1015537,Сьюзан Дэвид
1015539,Берта Ландау
1015547,Роман Дирдж
1015550,Эдна Уолтерс
1015559,Уильям Дерезевиц
101561,Маргарет Этвуд
1015622,Фриц Ланг
1015631,Иван Потапов
1015668,Лоран Тирар
101569,Юрий Усачев
1015694,Ласло Блашкович
101570,Анатолий Королев
1015715,Том Нили
1015731,Юлия Купцова
1015732,Ксения Хан
101577,Людмила Морозова
101579,Алексей Махров
1015868,Корнель Филлипович
1015949,Елена Федорова
1015961,Ольга Володинская
1015967,Акайо Симидзу
1015975,Елена Саморядова
101599,Николай Скатов
1016,Сергей Федин
101601,Виктор Буганов
1016034,Дана Шварц
101604,Олег Игнатьев
101606,Вера Смирнова-Ракитина
1016063,Джим Афремов
101607,Александр Гиббон
101608,Розамунда Пилчер
10161,М. В. Конотопов
101610,Томас Роллестон
101611,Тамара Карсавина
101612,Евгения Кайдалова
1016133,Александр Баринов
101616,Майк Миньола
1016178,Тэмсин Федэл
1016182,Отэм Джонс Лейк
101623,Уокер Перси
101624,Марк Эваньер
101625,"Павел Шеремет, Светлана Калинкина"
1016260,Роберт Пфаллер
1016264,Эмманюэль Гибер
1016281,Картер Шольц
101629,Гершон Бреслав
101636,Масааки Имаи
101637,Гай Юлий Орловский
101639,Лилия Ким
101641,Люциан Климович
101643,Майкл Делл
1016444,Григорий Аграновский
1016452,Валентина Ивченко
101659,Александр Коржаков
1016633,Кара Бристол
101667,Мейвис Чик
1016680,Гай Ханов
101669,Виктор Поротников
101670,Кристиан Нортроп
1016709,Кэтрин Кимброу
101672,Эмма Выгодская
1016749,Литта Лински
1016757,Марина Осборн
1016759,Кристина Джанбулат
1016771,Мерлин Маркелл
101679,Роберт Родригес
101680,Эдмон Ростан
1016825,Карл Бруннер
1016873,Джилли Ганьон
1016916,А. Феоктистова
1016946,Брюс Грейсон
101695,Лесли Уайт
1016970,Ниамару
1017061,
101714,А. Г. Грязнова
1017260,Павел Павликов
101728,Елена Александровская
101731,К. Г. Кязимов
1017333,Владимир Витковский
1017400,Arthur Ponsonby
1017452,Дональд Г. Даттон
1017472,Клод М. Стил
1017503,Юлия Ли
1017532,Терри Стюарт
1017544,Дебора Дисен
101756,Игорь Попов
101757,Рики Дюкорне
101758,Дэнни Кинг
101759,Ксения Дронова
10176,Демидов А.И.
1017668,Мария Мириманова
1017672,Генри Линк
101768,Татьяна Никольская
101774,Харийс Туманс
1017789,Елена Смыкалова
101781,В. Н. Карандашев
101782,Татьяна Цивьян
1017828,Виктория Романенко
101785,Екатерина Андреева
101787,Тед Роберт Гарр
101790,Г. П. Рудаков
101793,Александр Полеев
1017968,Миэко Каваками
101797,Йенс Шпаршу
101801,Татьяна Дашкевич
1018019,Jon Athan
1018022,Норманн Дж. Финкельштейн
101804,Сол Шульман
1018040,Фриц Фишер
1018131,Илзетраут Адо
101817,Т. В. Науменко
1018219,Иван Фокин
101822,Хью Джонсон
101823,Адам Робертс
1018268,Наталия Баховец
101827,Томми Байер
101828,Томас Харди
1018376,Анетта Политова
1018387,Сьюзен Фанетти
1018401,Джозеф Джефферсон Фарджон
1018447,Дэниел Джеймс Браун
101848,Рэймонд Чандлер
101849,Майкл Мур
1018490,Джордж Маэстри
1018498,Филипп Мойзер
1018506,Карен Дионне
1018508,Яков Колкер
101851,Наталия Толстая
1018517,Дорис Идинг
1018541,И. Валлерштайн
1018719,Артем Деордев
1018724,Виталий Шипаков
1018725,Виталий Шипаков
1018762,Елизавета Боярская
1018765,Бен Экер
1018767,Вим Дэгравэ
1018768,Китти Нил
1018770,Джоанна Шуп
1018771,Майкл Хейг
1018775,Дэниел Уайл
1018777,Рон Столберг
1018826,Гавриил Давыдов
1018876,Изабель Отисье
1018886,Роб Фицпатрик
1018887,Аджони Рас
1018893,Джозеф Мазур
10189,Бернд Шмитт
1018940,Арсений Кожухов
101895,Харви Маккей
101896,Мэк Фулфер
1019007,Яна Половинкина
1019018,Наташа Шторм
101902,Виктория Ученова
1019025,Татьяна Аржаева
1019059,Наташа Романова
1019067,Виталий Мушкин
101913,Милица Нечкина
1019130,Н.Смирнов
1019137,Вера Порет
1019156,Михаил Манченко
1019160,Валерий Тиничев
1019174,Гай Музоний Руф
1019183,Дмитрий Сафиоллин
1019184,Диана Ярошенко
1019186,Лели Сафо
101919,Сатпрем 
101920,Ольга Колпакова
1019203,Гавриил Добрынин
1019214,Жан Абитболь
101922,Симона де Бовуар
1019252,Фоконей
1019263,Владимир Сорокин
1019275,Крис Поль
101928,Татьяна Невская
101930,Микаэл Таривердиев
101934,Марк Хэддон
1019352,Клара Колибри
101936,В. В. Аристова
101937,Леонид Гальперштейн
101942,Вячеслав Панкратов
1019437,Томас Хайн
1019464,Кристофер Йоуд
1019491,Донна Дэвидсон
1019564,Дайскэ Хагивара
1019579,Florent Chavouet 
1019603,Илья Васильев
1019622,Анна Тугарева
1019645,Валерий Лобачев
1019668,С.Ю.Фоменко
101970,"Майк Миньола, Джон Берн"
101971,Джон Бирн
101974,Вильям Козлoв
101978,Луи Фредерик
1019783,Павел Чичагов
101982,Светлана Чехонадская
1019862,Russ Roberts
101987,Валерий Шубинский
101988,Курция Феррари
101989,Уэн Спенсер
1019893,Миволь Ким
1019920,А.М. Герчик
1019924,А.А. Девятьяров
1019929,Анна Ефимкина
1019931,Елена Кембор
1019943,Дмитрий Христосенко
1019945,Тояма Сигэки
1019960,Michael Kellogg
1019969,Кендра Левин
1019973,Алан Нукланд
1019994,Елизавета Краснова
1019997,Джейн Чепмен
102001,Мария Грипе
102002,Ульрика Мария Майнхоф
102004,Дженни Дейл
102005,Леонид Шепелев
102008,Альберт Эллис
102010,Кайус Беккер
1020115,Оливер Пилат
1020122,Эдвард Морган
1020143,Alteya
102015,Сергей Бондаренко
1020169,Михаил Державин
102019,Рената Муха
102021,Юрий Кужель
1020219,Katja Schneidt
102024,Элвин Крошоу
102025,Сара Бартлетт
1020251,
102030,Евгений Нестеренко
102031,Генрих Эрдман
1020317,ХизерАш Амара
102037,Жак Жерне
102040,Джуди Мартин
1020408,Васіль Дранько-Майсюк
1020415,Анна Мартинетти
1020417,Гийом Лебо
102042,Соломон Волков
1020458,Джон Холлинс
102046,Томас Хюрлиман
1020465,Герберт Франк
1020478,Горшков Валерий Сергеевич
102048,Сергей Лифарь
102054,Александр Галич
102055,О. В. Мартынова
1020774,Майа Тори
1020787,Зоряна Ивченко
102079,Марк Шагал
1020790,А. Корякина
1020862,Анатолий Вишевский
1020888,Петер Воллебен
102098,Джордж Озава
102100,Асанаро
102101,Алан Хедман и Джо Годфри Вуд
1021023,Наталья Вишнякова
1021054,Дмитрий Максименко
102106,Светлана Баранова
102108,Геннадий Лучков
1021124,Александра Поливанова
102115,Анатолий Томилин
102116,Джули-Энн Амос
102117,Сью Стокдейл
102122,Николай Кондаков
1021243,Надин Хоуп Де Марино
1021245,Ив Жэнгра
102128,Филлип Хансейкер
1021294,Василий Криптонов
102130,Джон и Эвелин Бертронг
1021306,Алеся Наварро
1021308,Кристина Гептинг
1021311,Аида Павлова
1021318,Тим Бауэршмидт
102133,Джон Эдэйр
1021343,Трейси Борман
1021347,С. Дида
1021355,Кант Малусси
1021379,Марк Мэнсон
102143,Эмма Маклохлин
1021430,Еліс Маклеррен
102145,Сергей Ключников
1021461,Сиси Белл
1021466,Саманта Клейнберг
1021467,Оливье Мелано
1021479,Рональд Кросс
102150,Евгений Пермяк
1021530,Жозе Фреш
102154,Сергей Тепляков
102156,Евгений Алин
102157,Вячеслав Глазычев
102161,В. Г. Коргун
1021617,Михаил Пак
1021627,Дирк Уффельманн
102166,Луис де Гонгора
102167,Борис Галанов
1021691,Рут Гинзбург
102175,Флориан Зеллер
1021763,Игорь Писарский
1021808,Альмира Усманова
1021824,Илья Курков
102183,Ричард Фланаган
102184,Рене Френи
102187,Дж. Нельсон
1021871,Андрей Савин
102188,Терри Хоуп
102201,Гэри Зукав
102203,Джорджия Рутсис-Савас
102206,Генри Форд
1022140,Наталья Николаевна Ефанова
1022149,Анатолий Петрович Гаршин
102215,Жак Казот
102218,Денис Шевченко
102219,Кай Майер
102222,Ирина Дедюхова
102228,Николь Ирвинг
1022310,Керзум А.П.
102232,Д. С. Рябушкин
1022326,"Юлия Андреева, Ксения Туркова"
102234,Кэт Хардинг
102237,Эдмундо Пас Сольдан
1022384,Ив Кософски Сэджвик
102241,Эндрю Гросс
1022527,Эрин Бити
1022540,Коллин Клири
1022658,Теодор Киттельсен
102268,Аллан Фридеричиа
1022803,Мария Павликовская-Ясножевская
1022828,Миклош Месёй
102284,Кристофер Марло
102285,П. Кошель
1022870,Александр Астремский
1022885,Анцыферова Л.И.
1022895,Ольга Погожева
102291,М. Н. Ким
102294,Эльвира Плаксина
1022982,Роб Биддальф
1023026,Оливье Кьякьяри
102305,Михаил Кипнис
102312,Джорджо Вазари
1023149,Руслан Бирюшев
102321,Екатерина Черняева
102341,Белла Ахмадулина
102342,Пантелеймон Романов
1023453,Джен Синсеро
102358,Вадим Степанцов
102359,Александр Уваров
10236,Александр Александров
102360,Юрий Шухман
1023601,Григорий Медведев
1023610,Александр Кореньков
102362,Надежда Виноградова
102363,Андрей Лазарев
1023643,Гурович И.Я.
1023647,Розмари Джонс
102365,Инна Гофф
1023663,Станислав Макаров
102370,Ральф Джонсон
1023702,Мари Маннинен
1023720,Оле Адлер
1023731,Билл Боннстеттер
1023737,Джейн Севилл
102375,Татьяна Успенская
1023769,Епископ Орехово-Зуевский Пантелеймон
1023788,Людмила Ярухина
1023792,Хенрик Бринк
1023797,Елена Маньенан
1023798,Дымова Евгения
102380,Леонид Бобровников
1023816,Лео Р. Элис
1023823,Наталия Перевезенцева
1023836,Майк Клейтон
1023847,Гюнтер Андерс
1023861,Филодем Гадарский
1023864,Диоскорид
102387,Валентин Иванов
102390,Колин Баттс
102391,Д. Л. Нельсон
1023914,Элман Сервис
1023926,Марк Батунский
1024,Жак Превер
102400,Виталий Третьяков
102403,Евгений Ясин
102406,Эрвин Штриттматтер
1024069,Элли Терри
1024076,Сильвия Крэнстон
1024081,Сара Хенстра
1024099,Татьяна Зозуля
102411,Пол Диксон
1024110,Caroline Bugler
102414,Стэнли Э. Портни
1024161,Пол Морган
1024169,Майкл Дж. Алтер
1024185,Джеральд Уокер
1024275,Elisabeth Hendrickson
102430,Давид Гроссман
1024318,Нильс Луинг Прак
1024323,Роберт Е. Фишер
1024344,Ю. Гаврилец
102436,Эдуард Арустамов
102439,М. С. Байнова
1024431,Виктория Смирнова
1024469,Джон Брэдшоу
1024484,Эстанислао Бахрах
1024513,Ричард Мэдли
1024538,Линда Андерсон
1024539,Эн Поли
1024569,Филипп Джоуэтт
102458,Владимир Рунге
102459,Константин Кудряшев
102461,Дион Форчун
1024622,Секст Аврелий Виктор 
102463,Долорес Кэннон
102465,Экхарт Толле
102466,Дарья Варденбург
102467,Вячеслав Шалыгин
1024679,Таддеуш Тулейя
102471,Светлана Алешина
1024804,Инна Шульженко
1024833,Сергей Кондратенко
1024852,Дорис Бахманн-Медик
1024954,Я. Стреляу
102497,Радий Фиш
102498,Юрий Оклянский
102502,Борис Березовский
102504,Майкл В. Марн
1025052,С. Э. Смит
1025053,Бондаревская Р.
102509,Эдвард Люси-Смит
102510,Георгий Плеханов
102511,Сергей Васильев
1025142,Otis James
1025185,Энни Феллоуз Джонстон
102520,Алексей Степанов
102522,Павел Любимцев
1025241,Оссиан Уорд
102526,Алла Будницкая
102528,Зигфрид Унзельд
1025298,Павел Кувшинов
102532,Виталий Романов
102537,Михаил Арлазоров
1025382,Михаил Михайлович Ипполитов-Иванов
102540,Роман Афанасьев
1025411,Тапани Ахола
1025416,Эра Ершова
1025417,Наталья Ремиш
1025419,
1025420,Дот Хатчисон
1025421,Роушин Мини
1025443,Джон Стивенс Кэбот Эббот
102552,Рэнди Гейдж
102554,Уинсли Кларксон
102557,Сергей Булыга
102559,Р. С. Ильштейн
10256,Владимир Латчук
1025601,Сьюзан Петик
1025616,Иванова Л.В.
1025637,Федоров А.П.
1025643,Эд Факов
1025645,LitaWolf
102565,Эрнст Неизвестный
1025655,Артур Кронфельд
1025663,Мэрион Макнили
1025682,Григорий Деборин
102570,Кьелл А. Нордстрем
1025822,
1025828,Игорь Кочергин
102585,Борис Вишневский
102587,Аркадий и Борис Стругацкие
102588,Джеффри Дивер
1025880,Дмитрий Дибров
1025904,Нина Саймон
1025910,Клер Гобл
1025923,Бертран Фишу
1025977,Сергей Малайкин
1026002,Ричард Нельсон-Джоунс
1026060,Кайл Платтс
1026086,С. Киселев
1026097,Дэн Крайн
102612,Э. Н. Кузьбожев
1026121,Денис Калдаев
102615,Вадим Месяц
1026219,Майк Дэш
1026228,Сато Кейске
102624,Т. А. Быкова
102627,Юрий Антонян
1026271,протоиерей Николай Германский
1026296,Юрий Григорян
102631,Александр Косарев
1026311,Константин Куприянов
1026335,Надежда Черкасова
1026346,Веся Елегон
1026350,Егор Францевич Канкрин
1026375,Руслан Альфридович Самигуллин
1026387,Панасенко Оксана
1026395,Николай Угловский
1026405,Cotton Valent
102642,Александр Насибов
1026431,Mars
102657,М. Н. Прудников
102664,Е. А. Тарасов
1026645,Квон Гёджон 
10267,Е. В. Новикова
1026711,Чжан Бодуань
1026759,Мики Куинн
102680,Ди Би Си Пьер
102682,Роберт Халл
1026957,Сондра Сайкс
1026965,Марфа Трубина
1027036,Герхард Х. Эггетсбергер
1027126,Элис Виртшафтер
102715,Михаил Айзенберг
1027154,Али Мерад
102723,Ханох Левин
102725,Аркадий Малер
102727,Владимир Корнилов
102729,Дэмиан Лэниган
102732,Олег Юрьев
102733,Александр Худорожков
102734,И. Н. Стор
102741,Натан Эйдельман
1027426,Елена Старикова
