user_id,gender,age
10013500,2,20
10013620,1,23
10013650,1,46
10013680,2,19
1001370,2,31
10013740,1,83
10013770,1,26
1001380,,25
10013830,1,16
10013860,2,54
10013950,2,25
10014010,1,19
10014130,2,22
10014160,1,19
10014340,2,21
10014400,1,39
10014430,2,38
10014490,2,25
10014610,2,25
10014640,2,34
10014700,2,25
10014820,2,17
10014970,2,19
10015090,2,37
10015480,2,24
10015510,2,45
10015900,1,56
10016260,2,29
10016320,2,20
10016380,1,75
10016500,1,31
10016530,2,31
10016560,2,36
10016680,2,20
10016770,1,21
10016800,2,45
10017010,2,29
10017070,1,20
10017190,1,27
10017250,2,21
10017310,2,21
10017460,1,25
10017490,2,28
10017610,2,21
10018000,1,24
10018030,1,22
10018120,2,44
10018600,2,47
10018690,2,26
10018720,2,30
10018780,2,21
10018810,2,24
10018840,2,31
10018960,2,30
10019050,2,28
10019080,2,21
10019110,2,18
10019170,2,49
10019200,2,20
10019260,1,46
10019290,1,55
10019380,2,24
10019440,2,51
10019500,1,62
10019530,2,17
10019650,1,34
10019710,1,64
10019740,2,26
10019770,2,28
10019860,2,55
10019890,2,19
10019980,2,23
10020040,1,35
10020130,2,76
10020190,2,22
10020220,2,38
10020400,2,49
10020430,2,41
10020610,2,64
10020640,2,39
10020700,1,32
10020730,2,56
10020760,2,28
10020790,1,43
10020820,2,25
10020970,2,28
10021000,2,67
10021030,1,38
10021120,2,37
10021210,2,24
10021240,2,37
10021270,2,63
10021330,2,15
10021390,2,19
10021420,2,24
10021540,2,39
10021570,1,17
10021630,2,25
10021690,2,17
10021720,2,14
1002180,1,35
10021840,2,17
10021900,2,38
10021960,2,45
10022080,2,123
10022170,2,17
10022350,2,18
10022380,1,54
10022410,1,41
10022440,2,20
10022500,1,37
10022530,1,37
10022560,2,42
10022620,2,20
10022710,2,66
10022740,,24
10022890,2,20
10022920,2,40
10023040,2,116
10023160,1,60
10023220,2,16
10023460,1,27
10023490,1,22
10023730,2,54
10023850,2,61
10023880,2,25
10023940,1,54
10024240,2,43
10024300,2,54
10024330,1,21
10024390,2,17
10024420,,66
10024480,2,15
10024540,1,34
10024630,2,41
10024690,1,45
10024750,1,79
10024870,1,80
10024930,2,42
10024990,2,58
10025080,2,54
10025200,2,28
10025290,2,19
10025320,2,39
10025410,1,26
10025530,2,79
10025590,2,25
10025620,2,20
10025650,2,25
10025770,2,39
10025860,2,19
10026220,1,75
10026250,2,19
10026340,2,32
10026400,2,22
10026430,2,48
1002650,2,44
10026790,2,23
10026880,2,48
10026910,1,58
10026970,2,22
10027060,2,20
10027090,2,22
10027180,1,25
10027210,2,19
10027390,2,42
10027450,2,22
10027480,2,56
10027510,2,51
10027600,1,78
10027750,2,17
10027990,2,26
10028020,2,25
10028050,2,55
10028110,1,21
10028170,1,16
10028200,2,69
10028260,2,38
10028410,2,40
10028500,2,31
10028620,1,24
1002870,2,28
10028710,1,53
10028740,2,27
10028890,2,56
10028920,1,60
10029220,2,30
10029250,2,17
10029280,1,63
10029400,2,22
10029520,2,24
1002960,2,26
10029610,1,23
10029640,2,17
10029820,2,24
10029850,1,56
10029880,2,30
10029910,1,23
10029970,2,34
10030000,2,22
10030030,2,25
10030150,2,14
10030210,1,55
10030420,1,22
10030450,2,21
10030480,2,26
10030510,2,53
10030540,2,46
10030780,2,23
10030810,2,45
10030960,1,24
10031050,2,17
10031320,2,28
10031350,2,45
10031380,2,28
10031530,1,17
10031620,1,48
10031650,2,53
10031680,2,23
10031740,2,15
10031860,2,57
10031890,2,46
10032100,2,17
10032160,2,48
10032340,1,48
10032400,2,23
10032460,2,30
10032490,1,24
10032610,1,41
10032820,2,63
10032850,1,21
10032880,2,22
10032970,2,48
10033000,1,65
10033030,1,36
10033090,1,61
10033210,2,63
10033240,2,20
10033270,2,40
10033300,1,20
10033450,2,55
10033480,2,25
10033540,2,28
1003370,,27
10033750,2,20
10033930,2,65
10033960,2,25
1003400,2,25
10034020,1,80
10034080,1,43
10034110,1,118
10034140,2,121
10034200,2,46
10034320,2,20
10034470,2,123
10034530,2,20
10034770,1,17
10034890,2,61
10034950,1,25
10035070,2,67
10035310,1,41
10035460,2,29
10035490,2,17
10035670,2,25
10035820,2,30
10035910,2,22
10036060,2,51
10036090,2,32
10036120,2,39
10036240,1,18
10036300,2,18
10036330,1,57
10036480,2,31
10036690,2,55
10036720,,20
1003680,,33
10036900,2,17
10037170,1,40
10037260,2,39
10037290,2,54
10037320,1,25
10037380,2,54
10037410,2,18
10037650,1,81
10037740,1,46
10037800,1,34
10037830,2,23
10037950,1,22
10037980,2,56
10038100,2,50
10038160,2,28
10038190,1,20
10038250,1,18
10038310,2,26
10038340,2,33
10038520,2,62
10038580,1,33
10038670,2,55
10038700,2,20
10038730,2,27
10038790,2,51
10038850,1,26
10038940,1,25
10039000,2,48
10039180,2,25
10039540,1,27
10039660,1,33
10040050,2,25
10040110,2,38
10040140,2,22
10040170,2,57
10040230,2,40
10040440,1,39
10040530,2,21
10040560,2,45
10040650,1,32
10040950,2,37
10041190,2,29
10041280,2,39
10041580,1,25
10041640,2,24
10041670,2,48
10041700,2,27
10041730,1,71
10041760,1,32
10041940,1,17
10041970,2,39
10042240,2,55
10042450,2,39
10042510,1,69
10042630,2,23
10042750,2,68
10042780,2,20
10042840,1,25
10042960,2,23
10043110,2,17
10043290,1,62
10043320,2,70
10043530,2,55
10043650,1,54
10043680,2,25
10043950,2,24
10044070,2,101
10044130,2,36
10044190,2,23
1004420,1,33
10044250,2,37
10044280,2,41
10044400,1,45
10044430,2,48
10044520,1,60
10044610,2,40
10044700,1,29
10044760,1,41
10045000,1,57
10045060,2,29
10045180,2,35
10045210,2,15
10045390,2,39
10045420,2,41
10045480,2,52
10045660,2,17
10045720,1,25
10045780,2,62
10045870,2,36
10045900,2,29
10045960,1,19
10046020,1,48
10046080,2,52
10046200,1,35
10046260,1,25
10046290,,25
10046320,1,54
10046440,1,22
10046470,2,53
10046560,1,43
10046680,2,16
10046710,1,18
10046890,2,20
10046980,2,26
10047100,1,21
10047130,1,18
10047160,1,19
10047190,1,38
10047280,1,40
10047370,2,40
10047580,2,22
10047640,2,46
10047820,2,44
10047880,2,21
10047940,2,29
10047970,2,21
10048120,2,18
10048420,2,39
10048450,2,22
10048480,1,38
10048510,2,40
10048570,2,18
10048810,1,37
10048840,1,21
10048960,2,23
10049080,2,15
10049110,1,44
10049140,2,25
10049230,2,41
10049260,2,22
10049290,1,20
10049410,2,26
10049440,1,21
10049470,2,27
10049530,2,18
10049620,1,40
10049800,2,26
10049890,,17
10049980,1,52
10050010,2,65
10050070,2,45
10050160,2,19
10050250,1,25
10050580,1,49
10050820,1,58
10050880,1,28
10050910,2,45
10050970,2,20
10051120,2,31
10051270,2,16
10051330,2,19
10051480,2,45
10051540,2,14
10051570,2,40
10051690,2,47
10051720,1,60
10051750,2,39
10051810,2,30
10051900,1,37
10051930,2,14
10051960,2,21
10052020,2,35
10052170,2,25
10052290,2,53
10052350,1,32
10052410,2,30
10052440,1,42
10052590,1,38
10052620,1,60
10052650,2,50
10052830,1,28
10052860,2,15
10052920,2,67
10052980,2,22
10053010,1,45
10053070,1,25
10053130,1,22
10053160,2,44
10053190,2,58
10053220,2,26
10053280,2,52
10053310,2,68
10053370,2,17
10053430,2,30
10053670,1,43
10053700,2,24
10053760,2,23
10053880,1,17
10054030,1,33
10054090,2,18
10054240,2,24
10054270,1,20
10054300,2,37
10054540,2,35
10054600,2,29
10054660,2,22
10054720,1,23
10054750,2,27
10054780,2,24
10054900,1,43
10055020,2,72
10055050,2,21
1005510,2,27
10055110,2,51
10055140,2,46
10055230,2,19
10055320,2,24
1005540,2,36
10055440,1,43
10055560,2,76
10055650,2,37
10055710,1,41
10055860,1,55
10055890,2,35
10055980,1,68
10056010,2,67
10056070,2,19
10056130,2,19
10056310,2,21
10056460,1,16
10056520,1,39
10056580,2,25
10056670,1,23
10056730,2,57
10056850,2,56
10056940,2,39
10057030,2,63
10057120,1,23
10057150,2,26
10057180,2,21
10057210,1,45
10057360,2,23
10057420,2,50
10057540,1,48
10057570,2,31
1005760,2,36
10057720,2,21
10057810,2,48
10057840,2,29
10057870,2,32
10057900,2,30
10057960,1,21
100580,1,33
10058230,2,19
10058260,2,16
10058380,1,62
10058440,2,49
10058620,1,42
10058650,1,53
10058800,2,17
10058860,2,20
10058980,2,19
10059070,2,22
10059130,1,58
10059280,1,118
10059340,1,25
10059400,2,28
10059430,1,60
10059460,2,45
10059550,2,16
10059610,2,49
10059640,2,15
10059670,2,22
10059700,1,55
10059790,2,15
10059820,2,20
10059850,1,32
10059910,2,17
10059940,1,54
10059970,2,20
10060030,2,20
10060060,2,25
10060120,2,44
10060240,2,17
10060270,1,38
10060480,1,49
10060510,2,21
10060630,2,18
10060660,2,65
10060780,2,17
10060900,2,25
10061050,2,26
10061110,2,18
10061170,2,71
10061230,2,28
10061260,1,23
10061290,1,23
10061380,1,25
10061470,2,29
10061560,1,42
10061830,2,19
10061920,1,24
10061950,2,23
10062010,2,47
10062040,2,46
10062070,2,19
10062130,2,18
10062430,2,27
10062460,2,49
10062490,1,55
10062520,2,32
10062550,2,55
10062580,1,31
10062610,2,16
10062820,1,104
10062850,2,45
10063090,2,24
10063120,2,76
10063150,2,60
10063180,1,23
10063240,1,45
10063420,2,25
10063810,2,16
10063840,2,25
10063900,1,20
10063960,1,58
10064140,1,40
10064200,2,65
10064380,2,37
10064410,1,43
10064500,2,47
10064530,1,21
10064560,1,50
10064650,,15
10064680,1,67
10064740,2,39
10064800,1,15
10065100,2,30
10065130,2,45
10065220,2,28
10065250,2,34
10065460,2,27
10065580,1,23
10065610,1,21
10065880,1,54
100660,2,30
10066030,2,19
10066090,2,20
10066120,2,23
10066150,1,41
10066390,2,22
10066420,2,51
10066450,2,57
10066510,1,62
10066540,1,23
10066630,2,28
10066750,2,21
10066810,1,45
10066870,2,42
10066900,2,44
10066930,2,23
10066990,2,53
10067050,1,17
10067110,2,21
1006720,2,37
10067200,1,25
10067320,1,77
10067470,2,61
10067500,1,40
10067560,1,28
10067710,,78
10067800,1,53
10067830,1,19
10067860,1,35
10067920,2,32
10067950,2,24
10067980,2,62
10068010,2,25
10068100,2,21
10068370,1,32
10068490,2,32
10068580,2,40
10068640,2,24
10068700,2,21
10068790,2,37
10068850,2,55
10068910,1,44
10068940,1,20
10069030,2,26
10069150,1,37
10069180,1,28
10069270,1,22
10069450,1,43
10069540,2,124
10069750,2,21
10069840,2,25
10070050,2,28
10070110,2,48
10070170,2,45
10070230,2,43
10070290,1,22
10070380,1,33
10070410,2,52
10070500,2,20
10070530,2,24
10070650,2,23
10070710,2,47
10070740,1,24
10070890,2,20
10070950,1,29
10071070,2,58
10071100,1,22
10071130,2,29
10071190,2,18
10071280,2,23
10071310,1,42
10071400,2,20
10071490,1,54
10071640,2,38
10071700,1,46
10071760,2,29
10071850,2,16
10071970,,17
10072030,2,63
10072120,,22
10072150,2,41
10072180,1,44
10072420,2,64
10072450,2,17
10072480,1,34
10072570,1,20
10072630,,21
10072690,1,61
10072780,2,37
10072810,2,51
10072870,2,48
10072960,2,35
10073020,2,35
1007320,1,23
10073200,2,23
10073350,2,32
10073380,1,52
10073560,1,23
10073620,2,36
10073860,2,17
10073890,2,35
10073920,2,18
10073950,2,52
10074010,1,20
10074070,2,37
10074370,1,25
10074490,2,52
10074520,2,54
10074550,2,37
10074610,,17
10074640,1,55
1007470,1,41
10074760,2,17
10074790,2,18
10074820,2,64
10074880,2,30
1007500,2,124
10075000,1,51
10075150,1,57
10075210,1,67
10075420,2,19
10075570,1,26
1007560,1,26
10075840,2,20
10075930,2,33
10075990,2,21
10076020,2,57
10076140,2,20
10076170,2,45
10076200,2,30
10076350,1,51
10076440,2,17
10076770,2,34
10076800,1,42
10076830,,1
100770,1,33
10077130,2,79
10077370,2,24
10077580,2,22
10077670,2,44
10077760,2,21
10077940,,62
10078090,1,39
1007810,2,35
10078240,1,25
10078630,2,36
10078690,2,56
10078780,2,18
10078930,2,25
10078960,1,21
10079080,2,57
10079170,2,76
10079230,2,70
10079410,2,22
10079470,1,58
10079500,2,26
10079620,2,42
10079710,2,53
10079950,2,35
10079980,2,17
1008000,1,29
10080010,2,52
10080040,2,17
10080310,,59
10080340,1,2
10080370,1,64
10080550,2,50
1008060,2,74
10080610,2,39
10080730,2,40
10080910,2,19
10081000,2,27
10081060,2,28
10081210,2,17
10081270,2,23
10081300,2,25
10081330,1,21
10081390,1,37
10081420,2,34
1008150,1,74
10081510,1,64
10081570,2,17
10081600,2,53
10081660,2,55
10081690,1,20
10081720,2,44
10081840,2,21
10081900,2,24
10081990,2,28
10082320,2,49
10082350,2,67
10082500,1,42
10082560,2,75
10082650,1,19
10082710,2,77
10082800,2,57
10082860,1,29
10082890,2,54
10082920,1,40
10082950,2,28
10082980,2,46
10083010,2,56
10083070,1,74
10083130,2,58
10083160,2,38
10083190,2,18
10083220,2,25
10083250,1,50
10083280,1,46
10083400,2,42
10083430,2,44
10083550,2,37
10083610,1,120
10083670,2,44
10083790,2,17
10083850,2,29
10083880,1,26
10083910,2,67
10084000,2,33
10084120,2,25
10084210,2,21
10084420,2,42
10084540,2,32
10084630,2,38
10084660,1,9
10084690,2,23
10084990,2,23
10085050,2,50
10085170,2,35
10085260,2,61
10085380,1,71
10085740,2,22
10085770,2,55
10085830,2,22
10085890,2,22
10085920,2,21
10085980,2,17
10086100,2,60
10086130,2,16
10086160,2,20
10086310,2,19
10086370,2,62
10086490,2,46
10086550,2,40
10086640,2,24
10086670,2,19
10086730,1,29
10086760,2,43
10086790,1,56
10086910,2,25
10086970,1,69
10087030,2,20
10087060,2,51
10087120,1,36
10087180,1,66
10087420,2,54
10087450,2,19
10087540,2,50
10087750,2,14
10087780,2,22
10087810,2,21
10087840,1,21
10087870,2,19
10087960,2,25
10088050,1,20
10088080,2,21
10088170,2,43
10088320,2,69
10088350,2,23
10088410,1,27
10088530,1,32
10088620,1,46
10088680,2,25
10088740,2,44
10088830,1,26
10088860,1,77
10088920,1,17
10088950,2,19
10088980,2,52
100890,2,36
10089190,2,16
10089370,2,27
10089490,2,65
10089520,2,25
1008960,2,47
10089700,1,20
10089730,2,22
10089790,2,33
10089910,2,28
10089940,2,22
10089970,1,25
10090030,2,55
10090120,2,37
10090150,1,19
10090270,1,37
1009030,1,38
10090540,2,48
10090570,1,24
10090630,2,39
10090720,2,22
10090810,2,21
10090900,2,51
10090930,2,32
10090990,2,19
10091140,1,51
10091170,1,68
10091290,1,69
10091380,2,42
10091500,2,25
10091530,2,21
10091620,2,21
10091650,2,29
10091710,2,48
10091830,1,71
10091860,2,38
10091890,1,24
10092070,2,34
10092130,2,17
10092430,2,37
10092520,1,21
10092550,1,70
10092580,2,28
10092760,2,69
10092820,1,25
10093030,1,28
10093120,1,46
10093180,1,31
10093240,2,71
10093270,2,18
10093420,2,62
10093660,2,17
10093750,2,47
10093780,2,48
10093840,2,40
10093900,2,124
10093930,1,47
10093960,2,21
10093990,2,36
10094020,2,38
1009410,1,30
10094110,2,60
10094140,2,47
10094650,1,34
10094710,,37
10094740,2,22
10094830,1,37
10094860,1,36
10094890,1,52
10094950,2,33
10094980,2,21
10095040,1,32
10095130,,1
10095220,2,24
10095280,2,38
1009530,2,33
10095310,1,36
10095580,1,25
10095610,2,30
10095730,2,48
10095760,2,24
10095850,1,68
10095880,2,27
10095910,2,48
10095940,2,19
10095970,2,45
10096090,2,22
10096240,2,16
10096270,1,34
10096330,2,18
10096450,2,38
1009650,2,29
10096510,2,74
10096570,2,35
10096600,2,16
10096630,2,46
10096750,1,86
10096840,2,23
10096870,1,20
10097140,2,65
10097320,2,33
10097410,2,50
10097470,2,54
10097590,2,22
10097710,1,18
10097740,2,19
10097800,2,27
10097860,1,27
10097890,2,24
10097950,2,22
10098010,2,25
10098040,2,35
10098070,1,70
10098100,2,64
10098130,2,66
10098370,2,16
1009840,1,32
10098400,1,41
10098610,2,64
10098700,2,17
10098970,2,31
1009900,2,33
10099150,2,52
10099180,2,22
10099420,2,20
10099510,2,50
10099720,2,52
10099750,2,42
10099780,2,18
10099840,2,65
10099930,2,25
1010000,1,29
10100050,2,57
10100080,2,25
1010030,2,35
10100350,1,49
10100380,1,35
10100470,1,41
10100650,2,47
10100710,2,36
10100800,2,26
10101130,1,20
10101250,2,26
10101370,1,21
10101400,1,21
10101430,1,28
10101580,1,45
10101640,2,27
10101700,2,37
10101760,2,22
10101880,2,34
10101970,2,52
10102030,2,21
10102120,1,63
10102210,1,55
10102360,2,52
10102390,1,50
10102420,2,39
10102510,2,35
10102570,2,58
10102600,1,34
10102720,2,41
10102780,2,47
10102870,2,17
10102930,1,61
10103050,2,25
10103080,2,46
10103290,2,50
10103320,2,19
10103380,2,29
10103470,2,43
10103590,1,27
10103620,2,25
10103680,1,22
10103710,2,16
10103740,1,64
10103770,1,26
10103800,2,23
10103830,1,24
10104040,1,29
10104190,1,32
10104250,2,31
10104280,1,106
10104310,2,34
10104400,2,22
10104520,2,50
10104580,2,33
10104670,2,19
10104730,2,20
10104820,1,31
10104880,2,19
10104970,1,65
10105060,2,16
10105090,2,46
10105120,2,57
10105180,2,55
10105210,2,30
10105270,2,69
10105330,2,20
10105360,2,17
10105390,2,56
10105540,1,22
10105600,2,37
10105660,2,45
10105690,2,51
10105780,2,22
10105810,1,19
10105900,2,49
10105930,2,55
10105960,1,24
101060,2,27
10106110,2,20
10106140,2,59
10106200,2,37
10106230,1,35
10106380,2,24
10106410,2,68
10106440,2,62
10106500,2,63
10106680,2,24
10106740,2,22
10106770,2,55
10106860,2,30
10106920,1,44
10107040,2,20
10107250,2,37
10107340,2,36
10107400,2,26
10107460,2,54
10107520,2,20
10107580,2,32
10107730,1,35
10107850,1,23
10107880,2,22
1010800,2,6
10108000,2,19
10108030,2,35
10108120,2,21
10108210,2,20
10108360,1,44
10108510,2,34
10108570,1,36
10108630,2,17
10108660,2,52
10108690,1,23
10108840,2,37
10108900,2,61
10108930,2,44
10109020,2,23
10109260,2,21
10109320,2,49
10109470,1,51
10109620,2,17
10109650,2,43
10109800,2,27
10109920,2,37
1011000,2,31
10110190,1,53
10110310,2,59
10110550,1,23
10110880,2,17
10110940,2,50
10110970,1,42
1011100,2,39
10111000,2,19
10111030,2,39
10111090,2,54
10111150,2,25
10111240,2,45
1011130,2,36
10111330,2,43
1011140,2,37
10111540,2,51
10111570,1,18
10111630,1,18
10111810,2,26
10111870,2,21
10111900,2,28
10111960,2,123
10112050,1,72
10112080,2,29
10112230,1,17
10112260,2,17
10112470,2,57
10112500,2,61
10112530,2,52
10112620,2,21
10112680,2,52
10112740,2,40
10112830,2,17
10112890,2,26
10112950,2,53
10112980,2,45
10113010,1,19
10113040,2,26
10113160,2,29
10113190,2,18
10113280,2,33
10113370,1,28
10113430,1,33
10113460,1,25
10113580,2,34
10113640,2,67
10113700,2,20
10113730,2,43
10113820,2,22
10114000,2,35
10114120,2,32
10114150,1,16
10114300,1,62
10114360,2,30
10114420,1,25
10114480,2,61
10114540,2,17
10114720,1,44
10114810,1,43
10114990,2,27
10115020,2,17
10115140,2,33
10115170,2,16
10115230,2,30
10115320,2,18
10115380,1,67
10115470,2,22
10115560,1,42
10115620,2,52
10116040,1,49
10116070,2,17
1011610,1,13
10116220,2,33
10116250,2,25
10116370,2,22
10116580,2,55
10116610,1,41
10116640,1,28
10116850,2,26
10117000,2,37
10117090,2,65
1011720,,4
10117210,1,56
10117240,2,18
10117270,2,64
10117450,2,27
10117510,1,28
10117540,2,16
10117600,2,35
10117660,2,23
10117690,1,18
10117900,1,31
10117990,2,43
10118050,2,32
1011810,1,48
10118140,2,27
10118170,2,17
10118320,2,48
10118500,2,54
10118530,1,35
10118620,1,21
10118710,2,37
10118800,2,25
10118830,2,37
10118920,2,44
10119070,2,17
10119250,2,51
10119520,1,80
10119550,1,25
10119580,2,64
10119760,1,23
10119820,1,45
10119970,1,64
10120120,2,58
10120150,2,63
10120270,2,19
1012030,2,33
10120330,1,122
10120480,2,21
10120510,2,47
10120720,2,56
10120750,2,24
10121050,2,23
10121080,1,31
10121110,2,25
10121140,2,19
10121200,2,21
10121320,2,18
10121350,2,21
10121410,2,30
10121440,2,22
10121470,2,22
10121500,1,27
10121560,2,26
1012170,2,30
10121740,2,23
10121770,2,42
10121950,2,21
10122040,2,50
10122160,1,70
10122280,1,42
10122340,1,47
10122370,2,27
10122430,2,77
10122490,2,51
10122580,2,18
10122610,1,55
10122640,2,21
10122700,1,2
10122940,2,44
10123240,2,34
10123390,2,21
10123420,1,19
10123480,2,21
10123510,2,28
10123540,2,17
1012360,,37
10123630,1,58
10123660,1,22
10123810,2,16
10123960,1,58
10123990,1,42
10124050,1,74
10124140,1,32
10124170,2,17
10124350,,17
10124530,2,20
10124920,1,60
10124950,2,14
10124980,1,28
10125070,1,20
10125190,2,20
10125220,2,34
10125250,2,22
10125400,2,29
10125460,2,17
10125670,2,35
10125700,2,53
10125730,2,22
10125760,1,53
10125790,2,21
10125850,2,35
10126090,2,60
10126150,2,24
10126180,2,21
10126270,2,29
10126330,1,60
10126450,2,62
10126480,,1
10126510,1,60
10126600,2,28
10126750,2,16
10126840,2,15
10126870,2,14
10126930,1,35
10127170,1,27
10127230,1,20
10127410,2,29
10127440,2,25
10127530,2,38
10127590,2,35
10127680,2,25
10127710,2,20
10127740,2,29
10127800,2,57
10128010,1,26
10128040,2,37
10128070,2,54
10128130,1,33
10128370,2,41
1012840,2,46
10128400,1,63
10128490,2,56
10128700,2,22
10128760,2,17
10128790,2,43
10128850,2,40
10128970,2,33
1012900,1,35
10129150,1,33
10129180,2,75
10129360,1,49
10129420,2,25
10129450,2,17
10129480,1,49
10129630,2,31
10129690,2,40
10129750,2,55
10129870,1,21
10129900,1,17
10130110,2,31
10130200,2,46
1013040,1,35
10130440,2,30
10130650,2,66
10130770,1,43
10130890,2,32
10130920,2,33
10131070,2,48
10131100,1,42
10131130,1,26
10131250,2,41
10131280,2,21
10131340,2,45
10131370,2,36
10131490,1,60
10131550,1,43
10131880,1,68
10131910,2,25
10132000,2,63
10132060,2,35
10132150,1,65
10132210,2,25
10132330,2,58
10132630,1,19
10132660,2,60
10132720,2,32
10132840,2,47
10132990,2,41
101330,2,35
10133050,1,74
10133110,2,55
1013330,2,36
10133350,2,42
10133380,2,20
10133470,2,51
10133650,2,28
10133680,2,59
10133710,1,23
10133740,1,12
10133830,1,55
10133860,1,39
10133890,2,38
10133950,1,38
10134100,2,24
10134130,2,47
10134160,1,52
10134250,2,51
10134370,1,30
10134430,2,32
10134490,2,22
10134580,2,34
10134640,1,60
10134670,1,38
10134700,2,25
10134760,2,24
10134790,2,17
10134850,2,25
10135060,2,32
10135270,1,44
10135300,1,20
10135330,2,37
10135600,2,62
10135810,2,71
10135840,2,23
10135900,1,17
1013600,2,54
10136260,1,64
10136290,2,21
10136350,1,24
10136410,2,28
10136590,2,21
10136620,2,20
10136680,2,42
10136770,1,25
10136920,2,27
10136950,2,44
101370,2,33
10137040,2,66
10137070,2,123
10137130,2,79
10137160,2,23
10137190,2,48
10137220,1,58
10137310,2,21
10137370,2,42
10137460,2,12
10137550,1,23
10137610,2,59
10137640,2,41
10137670,2,50
10137700,2,63
10137730,2,29
10138000,2,42
10138030,1,74
10138300,2,25
10138360,2,53
10138600,2,28
10138630,2,102
10138660,2,33
10138690,2,47
10138720,2,20
10138870,2,20
10138900,2,22
10138930,2,17
10139020,2,21
10139050,,17
10139080,2,37
10139110,2,17
10139320,2,32
10139500,2,19
10139620,2,29
10139650,1,57
10139800,2,24
10139830,1,66
10140040,1,60
10140070,1,28
10140280,1,20
10140340,2,25
10140490,2,25
10140580,1,73
10140940,1,48
10141000,1,19
10141120,1,16
10141150,2,30
10141180,1,57
10141210,2,17
10141270,2,48
10141300,1,31
10141420,2,33
10141510,1,17
10141570,2,71
10141660,1,64
10141990,2,39
10142020,2,36
1014210,2,56
10142140,1,26
10142230,2,20
10142260,2,42
10142290,2,40
10142320,2,19
10142380,2,20
10142440,2,15
10142500,2,20
10142530,1,60
10142590,2,38
10142620,2,61
10142680,2,37
10142770,2,29
10142860,2,25
10142920,2,36
10142980,1,87
10143010,2,64
10143280,1,70
1014340,2,58
10143400,2,47
10143580,2,17
10143700,,17
10143730,1,13
10143820,2,23
10143880,2,17
10143910,2,37
10143940,2,18
10144000,2,39
10144150,2,28
10144180,1,28
1014420,2,106
10144330,2,26
10144360,2,16
10144390,2,32
10144420,2,23
10144450,2,35
1014450,2,26
10144720,,1
10144840,2,37
10144870,1,33
10144900,2,76
10144990,1,57
1014500,1,34
10145050,1,65
10145110,1,47
10145140,2,39
10145320,2,49
10145350,2,58
10145380,1,60
10145410,2,28
10145470,2,20
10145530,2,60
10145680,2,66
10145770,2,35
10145800,2,23
10146070,2,17
10146100,2,35
10146250,2,18
10146400,2,63
10146550,2,54
10146640,1,64
10146700,1,25
10146880,2,24
